src,dst
31202194,75600734
230589953,231731537
232409481,232409474
232653192,230643073
232405750,230640569
89273,232437171
175036641,230473480
51033972,230453424
89273,87491900
202250908,201542876
232040323,232040317
230649123,233340529
230423012,232903605
232350621,232039876
231994656,232910950
231997280,230473482
14090056,230452718
230965629,230965871
230543008,80044769
232007290,232438397
12751512,3324456
89273,230420339
230459870,230570333
232012569,230518396
230336024,230336034
232891207,212346815
230530182,2881273
232456360,230528721
231836233,21155435
232046031,230965629
76865982,230543293
12987532,232545322
230724244,230460314
232444880,230680289
27880504,230458099
230351501,230602655
118658775,191263053
230838921,2790833
232010792,232395451
230635711,232443237
93518448,63113839
232903177,2813778
5164319,27409148
232637274,232956935
79642777,230522875
75604630,75605330
230535061,232038005
52418452,7089694
75604052,230530386
87823718,230544151
28498170,232438397
5171296,232948747
234068812,232383230
230659442,230563988
230597986,14964125
232378468,232383230
31175213,230548694
230530253,2881273
232004055,230412047
232037100,230464776
89273,230464751
230530304,230440541
230593153,230442067
2712012,33176841
232039868,232438397
230471960,232959351
230439442,232904579
230530344,116499219
96491412,3110874
86352592,3159656
230528717,230528710
9367470,230537141
230400498,230444448
91224338,230330969
230397187,230528719
230579331,230550385
230602655,43560505
232348846,3739261
226892542,61429103
230469217,196555404
230704711,230548642
230419183,230518043
3878694,231176232
230521273,230522102
10588489,101977512
232349074,232050355
75597536,230455519
232899771,71377358
231994110,230452743
232009330,19835129
230426367,37502206
230400880,230400883
232389313,2758467
230697477,1887607
232346505,232409108
75597795,76865209
230339468,230468700
230428184,230428187
230593725,230442067
230440152,232374913
232031789,232034936
204365547,230511920
75597414,76864766
230331963,232359179
64895611,233101906
233599195,232009318
230530248,2881273
230441651,230441655
230433274,230438854
3319044,232438397
89273,207822171
232431931,232432895
230516478,230521273
232067342,75601028
230530289,2881273
87823625,80045317
230517040,232404370
232392947,2778105
230459149,230459145
232036650,232034945
230452742,71367974
230919409,230551519
230465219,232440097
89273,230468684
232460292,54732832
230595336,232348091
230468700,88636308
230438852,230438851
230414049,94863609
232431896,2758467
232035060,116959010
89273,232448771
218528901,230941366
232067367,230445156
230425545,226903547
87823196,230547977
75600757,33859804
232472255,232472253
232363573,51053386
232689778,232959353
225653584,230473477
89273,213736062
230456360,2880930
230468732,212388567
89273,230464766
9627458,2567175
230458583,230458578
231993295,231995264
2773281,232438575
231994064,34300577
231255077,230522506
37232650,37232678
4947994,4947959
20635189,232415205
29846258,230452751
230347394,230595713
230522934,230522875
230465227,232443614
232453410,14843588
232431895,2758467
232022463,232022466
230460314,230575202
230452774,3328553
232897397,59854740
230556837,230556840
1913117,232457903
232404256,218536993
232431933,2758467
230645551,232438397
5530458,232403360
230594151,43560505
81934740,5171296
232904744,232440023
232632907,232642707
232065341,75601024
28030823,232034271
10872451,2782092
230351501,27405707
230456377,3907842
230422116,230422115
232448803,13648198
232066991,75600870
230333913,29915449
231452610,76866559
232448785,90089148
89273,230557022
89273,230973596
232418809,19835664
81273866,81270780
232418292,232418809
7119736,43560505
4947997,4947995
232036647,232440111
65795604,15087677
79871665,230687058
175872615,230457868
231995274,230530227
232344790,232009938
232472215,232472220
232036647,232444880
219821407,230470024
232688469,232688889
152498092,232956426
2813778,87823623
232420760,2864086
230451738,231198778
89273,230524983
230658174,230658281
230530333,230530233
232054860,232054853
232431924,63186078
35435115,35435116
230445172,76865988
75604036,232066385
204494582,2758467
230516005,230516004
230593831,230593835
230339468,230557033
230447764,3898382
3907798,75598051
53553503,19421171
233583133,2714634
232453404,14222967
232431869,2758467
212339707,82951646
232673468,33453302
27917878,2758467
34923889,232910950
232374637,230550385
89273,230963675
11343564,232029206
234442420,232399294
9627948,3845819
230530299,2881273
232440106,232440098
230456709,230456706
89273,230651834
230470024,230442138
80045320,87823774
230601127,230456622
230465365,230465357
89273,3881497
196555404,232956438
232342235,232378983
232380234,54732616
13963119,219821166
232064398,80044119
75601028,28780347
230402426,230402427
231136263,116959010
230468699,230468693
230459284,232046504
230530251,2881273
21063788,230519268
90165593,232023170
95765298,2758467
232431899,13593219
28326289,14288110
232440134,232440131
232398593,183323662
232009328,100256600
231993295,230444455
230531547,230532768
17684649,230418067
230468063,232348839
62245730,5872576
230348273,230530343
187275502,76865971
89273,230464769
231026136,234458276
21018157,230575202
230453430,230580683
76867013,3160558
212706586,232446666
76866760,232392963
230917943,234472020
230416135,230416133
230424238,230424242
230339750,230456624
80479288,230409254
230350402,37232627
230541856,230547959
230459468,230639670
3389771,232047417
232074746,230458741
230411337,232897184
232454108,65682610
230414055,208590808
232342227,231494910
230339465,234029888
17373317,232010338
234039140,232383230
232012574,230459337
232949055,230570630
2715611,2758467
75604068,232070462
219822792,232023165
230404561,230455570
231211368,230526083
75604619,3907870
232680982,60492027
76865406,79111639
3389771,25444506
232409112,230681417
245992,232418718
232348846,5163156
232453645,13773398
232072012,232072009
16642501,230650911
230457444,230512126
89273,230530058
230554995,75604332
230530306,2881273
230569394,219841230
230451676,2881274
232037403,230438467
230519268,230519262
230350796,230350799
230336086,36329945
230439793,232438397
3768400,3774809
234458276,6255484
230438488,230649117
3424818,230442067
232038812,232432891
102243169,230670907
232383592,232440134
230409250,2881274
212358817,196468573
230530248,230427132
231028817,232451940
230522167,230524950
230587487,230601127
231255042,7119934
3234247,5392905
232441589,86655785
230400088,90588725
183402053,5035357
76865993,2148736
230548586,230548589
230459112,232453410
230456365,80044119
232348201,35864385
230457900,76865950
230555963,65755909
232012751,4672516
230468699,28455715
230445140,230704711
232472561,230524948
230602666,27405707
230389787,232941800
230468060,5348060
230351519,43560505
230440527,230440525
230411204,230531645
230521268,230521266
230463878,230463874
232903595,232908177
232071096,9425781
230445148,232923963
230539741,230539739
232902583,67286352
4932775,87519471
232363568,232383230
2311555,232438397
232460526,54735200
231429973,230578085
40543037,233599192
232034293,230444459
230539744,230539739
3722621,230442067
230436744,230436743
230520120,54732326
89273,230468702
230336120,230592895
230438748,75597423
231994298,230686565
27409148,61817691
22846405,204222930
230349381,234015926
232418794,214640525
230438479,232906420
230455566,2881274
230456624,230456618
54928146,48688126
230422929,33654709
232341121,75604325
230518025,230528710
61769108,230422517
230548930,230548932
231992334,93479960
9627948,27405707
230529178,232448425
230524983,232471941
4947982,4947991
231995729,232402719
89273,73120154
39251209,132520113
230392232,230451698
75607471,75604977
232897337,31178240
230451700,230451698
232369507,7430300
230347394,22846405
230437680,230570629
232342208,232379162
232012126,230470026
230394594,230394591
7398153,2757640
31099729,230530331
232448383,232448379
230969919,231181878
230459283,230457868
89273,230468406
24378551,230528710
87491900,230451698
230438851,209968186
232903064,230524970
14549065,230457868
230438468,230438488
230965656,232438397
230394591,232375024
230411713,230411703
232033982,230569483
4947964,4947985
89273,28326246
232892825,230575457
230431165,230749812
232655657,232661969
232382459,232383230
76867009,87823748
234470032,54732026
232795843,99506342
230402461,32477881
79340428,32518764
230339107,232342530
230348268,230457028
234451280,232878163
230338694,232036654
100197784,232431895
230530236,230531149
230426344,61633947
232001641,230473475
232038325,230969249
232018768,232029206
230325147,232012569
232018770,230409256
230411204,230411201
230516010,230516860
39617085,230937012
3435882,230599592
183403053,192412836
232956040,230683551
230411328,232958804
230334754,232658952
80930493,232392951
69718627,231990866
89273,212356532
89273,232424841
232416446,192070890
232400434,58158586
232465073,87519473
138628121,232378919
231174733,230526938
231992251,232438397
232053421,232053424
232957846,55017802
232895310,232468870
230438540,230622715
230407620,232438397
230444847,232377087
230937012,175334903
230390233,10687175
232420760,230556837
33809077,102054112
230348618,232696994
89273,230517614
230532776,230533147
232345692,230456623
3907680,76867066
204494582,2880930
3237332,10501342
230658272,230565548
178273573,230427466
230569936,230571469
230459063,230458982
230464769,230464766
75597421,2813778
75604077,57399959
230531153,2910374
232431892,2758467
75600727,232903177
230530343,2881273
232345698,230456623
232782403,3307463
230622715,4840269
3764391,232379391
230530309,3907739
89273,230465227
230452292,230452290
232907894,91377669
230457445,230457444
88669588,232431893
230569936,230459870
230348244,2881273
232348856,232348855
232403748,230974005
95675985,230424217
230455731,76865207
232908760,232443612
232396270,2821439
28119679,13648198
233419547,29115494
205392811,232439173
232039888,230451699
89273,3881941
230346979,230346985
121335959,230348187
232404256,232895760
232431884,63625465
230530300,2881273
232949043,232406377
232627257,28734348
230531172,2880928
51096093,232438397
232703120,232363570
230436742,233243787
232017782,232029206
230346018,2881273
230339656,230076465
212687404,232446202
230336180,230593221
230330975,230586767
230901166,232458933
33290096,230429080
230586767,230457868
232470719,230625209
82950160,183378998
14090056,79875411
89273,232071123
232549869,232956034
230336113,230457906
231990881,231990879
3907803,116499219
230523204,230523200
230435684,230873733
232012623,3820257
230453433,232003333
230444448,232465856
230593725,230465363
232456882,232473525
230340906,102053373
230459329,230459327
22251287,44290217
34174548,230402893
230593717,14878319
232441217,22785209
232036661,230437638
230530269,2881273
232470552,232470553
209968186,32477882
75997541,230645798
230528719,230528710
90588725,106320178
88367753,2717498
8029423,231995696
232346257,232544880
230461358,33730335
230452743,71367974
231995672,230473477
232007305,232010785
230437620,230467684
230330958,232349071
230529009,2868852
195218115,230540196
230548644,230548650
232382461,2893837
4619363,230518245
75603987,232065018
230352632,27405707
230542503,87823674
232431930,2758467
89273,230445946
232071096,230457868
230595376,52191778
230414080,195237909
3880150,12971085
230468662,196629647
230451736,43067542
230441332,233744849
230400925,230400933
230401687,230401717
73119118,12629826
32477879,233508045
230530299,6424877
32477877,230442136
232925740,36177242
160252749,34492719
87823674,3908530
76865989,114809088
230661983,230578992
232380263,22785209
88787680,232439369
61633947,232899179
232035280,205393464
232400021,35560010
147419328,232688895
8427177,196536221
4947958,4947956
230339760,230594640
76864771,232921363
231193722,76867014
50115400,230528710
230526084,230525732
230659458,3175956
230531529,2880928
87823197,230547965
232071110,230649655
230847499,232039861
232018280,232438397
55017746,232346249
75601051,230444377
232634235,232353601
230459109,230459101
230596505,232675746
3899847,232464796
75600751,26524553
230814629,231994103
232409454,196542151
230459087,230559709
51571237,231993593
230531170,2881274
232403748,2758467
3390292,201542876
230400508,230400507
232359149,13908862
232007285,232438397
230415432,63454082
87823736,3910482
32477882,232951115
230440542,230440931
230344666,43560505
232339513,230687058
232367889,132189491
230328400,230524949
230459310,230459308
232034271,230522108
230659437,232033966
230459267,232910950
230529019,230680288
230424188,2717498
230470030,230470027
232431915,2758467
230530330,75601039
230409244,122673401
232462285,232470553
196555403,230575900
76866551,230541992
75607032,37232603
230353892,230595365
230595726,27921787
232473580,230670907
230339770,72291442
51816,230416135
232070463,230455743
232431901,232823203
230645551,76867000
99248471,31225111
230420340,230639670
23518684,48355954
2718035,232383230
232349061,230643071
232377092,232377098
86830771,2881273
230438512,232897183
232470507,230577364
230531154,2881274
76865950,230541525
230442137,231223914
182456721,232010919
230422517,135322039
232432895,3318945
232403123,230641062
5156456,230442067
230428647,27977179
89273,232436042
226903547,232925742
230680289,230529053
232037045,230437640
232070826,28006638
230645765,232403830
33859804,230428171
232036675,3416108
230336050,14942862
230352632,230686551
230457864,230457444
230469212,230767337
230575895,232473520
89273,197686857
116499219,75604056
230444845,232034293
89273,232031824
230456706,49960790
232429015,232431382
232436042,79642777
167292773,212704383
37232605,230339461
89273,232379191
232431936,2758467
230459277,230515993
231994118,34300945
230460314,230569936
75600870,230455752
232910262,230910616
230516449,230521273
230461049,2858652
232671786,232009318
230467965,230467956
230465660,230578983
232656726,233419547
230621237,21696461
232014505,230461032
42960637,232471270
230441712,230441717
76865205,232897320
232431915,100197901
232948732,111091545
230593193,230442067
230336024,27405707
230592118,232346257
87823756,87823699
10987223,230537134
89273,231028874
232447736,232447747
3878589,230520418
232903067,233098053
33453300,89913562
232903071,2785734
230530189,2881273
230411715,86324748
230523245,230523238
230439794,232404334
230541999,230541996
232366284,3717740
230530247,2881273
232022473,213729709
230511899,5035357
37234030,232431886
232011855,232446211
230527765,230527774
199635150,7089694
230457917,230559734
35025113,232438397
230455957,2881274
10973688,5530888
230411238,230411242
3876462,2877834
230649124,232438397
230444455,230444448
234450772,152498092
76865988,76867002
230346998,29369809
230453431,232398593
91787015,89536812
3424859,3445065
232443618,232444504
230439026,232823196
232339015,232069314
230458588,230458584
232431863,2758467
232358815,2384974
4947990,4947997
31760424,232112188
232018616,232029206
232011855,232011857
230645539,36412427
231997282,230473482
3874438,3875725
232448372,57319992
3404992,3405005
88541341,232906976
234472023,232413175
230531149,230455747
230524976,230524975
232472253,232472256
13149838,75600868
230645812,232956032
232004810,232029206
230331964,79871665
102564765,81934740
76866772,230547572
230442072,81286986
230570633,232012126
232012123,230570633
5693127,89435610
230412057,1582950
232446588,37914889
230424218,232895198
35812044,75597794
232055534,232055533
89273,230457444
230468417,208540997
232440017,230524976
227276884,82166991
230438748,82919499
4988274,231807122
3903975,234451280
230518318,230518315
230349226,2881273
230390558,2787428
232004428,232029206
232423733,230517610
230339769,232035283
232431919,2758467
14558432,232472256
230516010,230516008
195233844,196538395
7214158,230473477
1913117,230552370
2893846,2758467
230448375,3880543
230349999,2881273
232036152,232903605
69629033,230438753
203811432,232008165
80045906,87823756
230548667,87823725
230351534,27405707
230530317,2881273
3885317,232007369
76866752,230542761
3881930,232438397
232383592,230669447
230464762,20510018
3880667,232910217
232446272,232447725
230471962,232029206
232432867,230543312
19453544,230414080
3876550,2717498
230538139,27527984
232406237,230518346
230428206,33290096
20183539,230519287
230516010,230516021
231168875,232404307
2864956,232910950
230439275,230439273
75604693,230530326
76865956,2479217
3916977,232909664
230438753,230438751
232037098,232671786
14351284,113231386
234003617,34605815
234039140,232363570
76864772,76866428
232348091,232037403
3912536,232438397
230436765,232919595
42965489,219916731
230594640,232034942
230437647,232438397
203465969,232438397
232818752,230677533
232431853,2758467
231211643,230575895
232003676,230417055
232367893,230642649
234439030,65592193
87823664,87823646
232073373,75604014
230647738,230647742
232658952,62195631
232439946,230641060
230427480,99497598
230427476,230427480
230586765,2718109
230472253,230472258
230467689,230467694
230437694,120593126
230439622,230537142
42095182,232438397
230645826,231028597
89273,230456709
230530318,2881273
230653294,39617083
89273,230557029
232359179,230457868
3396404,3403739
231993739,231993743
230351549,230602610
89273,230464771
230437616,230437615
76867047,230541856
3864947,3877118
7188238,232903605
46627729,230579323
232431899,2758467
230653296,232795825
31760422,232112188
230434564,232431926
232037555,75456168
3903937,232506308
230405631,230405627
231196797,231179875
89273,230966747
44690436,7198144
230543233,87823652
230594119,88286091
230349792,75603991
109048138,230653282
230439414,232448791
7727126,232404249
230336706,43560505
48355954,230456714
230543248,2880930
16753577,230612860
232052547,232438397
230449494,230449500
232675061,230694890
75598031,75598439
30666967,232031824
204255781,230526083
89273,232062518
230340242,27405707
89273,232927787
232465864,230788563
230464762,230464759
35761910,231036666
61923904,230425290
232629705,78559791
75604025,206139307
199529191,232017807
230658523,219861308
230704774,232439369
231995064,232034293
232018284,232031824
230473475,230473461
76865959,93242130
230539733,230539729
230339493,230595336
230400501,11340068
213736062,232925742
72324903,3329673
230330122,230330123
36716791,7089467
230389794,232346253
3820257,232438397
89273,232380258
46966767,232804363
230439266,230439261
232009156,232438397
230652608,230652833
230456341,230471902
232473948,99464541
230459283,230459282
230592565,43560505
29610273,4054666
232419656,230556841
230455942,2881274
13953965,71377358
230095967,75598048
6144428,230400925
230405994,230457090
230612806,89444825
230644270,2880930
232020687,14938341
83783485,34596005
230395049,54735269
230537142,230576811
230454028,2717498
230530209,232069831
232469432,232469437
3767838,27533958
22179034,232438397
230540207,230540196
230529174,14580549
21633458,39617085
89273,230468808
232959275,232404259
230518297,230518288
37232643,29846258
232350659,86261919
232050845,3878647
232431879,2758467
232034950,230437632
89273,230518022
230437684,34074223
230530298,2881273
14843588,12776468
232431884,2758467
230599192,230659456
187182569,232010190
219916731,232818752
232921301,230543236
3199936,232688895
230531165,2881274
231995675,230473477
230405605,232465856
230415010,232438397
232375440,230688987
83498820,232902583
232377094,232377098
230457864,40577593
230969226,230612117
31730195,230402414
232448385,230529165
232431870,88669593
232033555,230530316
9425781,17128828
3907870,75604058
230659446,7119026
232349087,232634732
232383564,89834898
230345948,230622338
232018604,232073792
230430132,2880930
230437112,75598059
230531167,2881274
232067367,81421232
230518022,212689349
230395053,54735269
230650916,232782403
231995685,230473477
198362184,80045326
232655657,230539741
232905682,231181199
230468782,232925740
230594655,3199936
230473306,65795604
232366613,232895350
230531146,2881274
230423455,226907304
230530302,2881273
232014513,232014511
230429616,6501322
230394576,230612860
230590964,232904057
230526482,102054112
230340264,230659447
230533661,230534118
232008172,230424230
234059797,232363570
230400499,230400474
231995264,232034293
230423012,60492027
2714004,2715111
3925147,3880667
232453630,230528722
89273,230557028
230459101,230564012
232047924,232438397
4947995,4947993
232068029,212704366
232467035,56588535
2834813,230524983
230339750,230596311
230595329,232008502
230348618,2881273
231994165,13327496
230569372,230669446
232462281,232909662
31760423,232112188
80899007,18677622
230520116,54735264
230347018,232012569
3204359,230541551
231994146,231994149
230543283,2880930
231236588,230556039
75604065,75600722
76864763,232921301
232446232,233099498
232034293,230405607
14307861,230550385
3391095,3878589
230438463,232448789
230531152,2881274
5455069,21694323
230412060,232795825
231998448,231998131
232033534,232432891
31663613,231253425
230455960,76866739
230455963,230455960
89273,213736040
198356667,38793679
75604916,230621237
3408161,3882798
230530345,2881273
230455764,7105998
234431587,53549918
10216529,43560505
230445159,75598324
230530323,232064265
230602337,125738786
230354705,37232627
230459145,232549860
88906998,2881273
75607469,230530254
195237911,232029206
86261919,2716232
232038806,2880930
232904582,232440109
75604043,11665997
83251669,230669446
212388567,232956438
230522172,230522167
219844395,232673468
232399276,230518229
232401511,5211238
230457445,232039084
230428647,34255082
230473480,230473461
3857826,231180498
3688992,234431154
230445150,230440526
72705513,232383239
12456270,230525364
232011849,232903605
232448379,230523203
230528718,6595740
88055509,37234025
231990479,232427169
231994118,117438054
76867014,230548951
232009318,8390228
219833719,230519667
230516010,230516459
89273,230449505
232431896,9846194
232019373,232019369
230588248,232656726
230438753,232438397
232341514,232036724
24141114,230550396
37232651,75600757
230444459,230444448
196536221,5035357
4751334,9627948
230391405,195237909
230444403,230444398
230414560,232438397
232349132,232456357
230530321,232445704
230516010,230521266
183139127,8069717
232431931,2758467
5119722,230404562
230650425,75604984
57397922,35783687
230427479,230427476
231992557,232019118
232042915,232438397
230593153,52434550
214640850,232431900
232036724,92491279
16027454,49186045
230433803,232052547
232423385,14800869
232432884,2880930
60579970,67204095
7188238,232453648
230472263,230472266
62111535,232356999
230681123,232472581
232036662,230437638
232898395,230683551
230598498,29116676
230347375,230658291
230437632,230437630
230336142,27405707
230457090,232897182
230465665,182456721
232404259,39414563
230424548,234439030
75607034,232349079
232346075,232029206
230437684,230437681
13258060,166890641
230400506,230400501
230575976,230455566
75604010,20306273
44582490,234011070
230659430,230659445
232013872,183319391
89273,230523246
230468034,51816
232431929,230578938
89273,232001679
230645825,230649124
230594153,21696456
54903661,32477885
9763856,232461214
3908467,230530243
20664692,3272544
230530230,2881273
34984980,232468570
2311555,3913191
232034946,230438483
230349222,232696994
230602580,232359151
27323627,50769416
232956033,230683551
230337461,10976787
89273,232959333
230530337,2881273
230456732,232438397
231994064,231994066
230594171,36975598
232348838,36412430
230440526,230440525
38857806,204499383
230473473,230473461
234075335,2893846
230525729,230525697
75604061,232068046
230645817,16555074
230438492,230464783
28177105,22128620
230591531,231141205
230420824,75197702
230330936,230586765
3874964,3912536
230877155,232009687
231999952,232438397
230411347,232433655
230438541,230456377
2760789,232026318
15482878,14546770
75607024,234017978
86977694,73738963
230400468,230400467
232923173,232923556
49960791,230552368
27279848,2862997
233999928,230559686
232423723,18981892
232070456,2772619
230537131,231492487
219834363,230085413
195142,230465387
89273,230968962
232470471,230526123
33972940,232374910
232903605,230552340
232339923,230683551
232008165,230438538
230456365,230456362
76866745,230531543
230541540,80045313
232432867,2880930
232359151,230555921
231994250,230451706
63437050,232675389
43560505,27405707
232046855,166991225
230408898,30469907
230411638,3907270
32477885,230540700
232068051,232068048
195231797,230468041
231997634,231997630
75604017,232067352
230397485,230397187
21696454,75597421
105586706,230515103
58295645,230651381
14347823,3863352
54867323,75598055
232339516,230555001
232660049,232660054
3924703,87889630
232009345,232009343
230593835,27405707
230430963,48386980
230452758,76627599
232443614,232448385
75601049,230436765
232431926,232436036
230579563,232812034
230531544,232379155
233199126,232788487
232451940,232452225
89273,230414055
232009696,232009699
232033555,10975232
37232631,232031833
232655975,60492027
183319391,183319374
230530338,230404561
230428210,232438397
230402170,230649815
232440104,232440098
89273,230469217
230336232,75604033
232959351,80044108
230530243,2881273
76866500,2519909
230454327,230454323
230816223,232422609
234431628,232432878
230531169,2881274
230344670,93479960
230339661,232017363
21696459,2813778
234459963,98259794
230643078,89181055
99506341,230643078
230593831,43560505
230400925,230649815
232432894,2880930
230531176,2881274
205317238,230542752
232025322,232438397
230408895,200165930
230439999,222383269
63983754,230528710
232377110,230550396
40297649,208587986
18907280,230612860
232418382,9201013
28261907,2881273
231995731,231995729
230420813,232438397
10872471,230649123
230527184,32477877
232010807,27914705
232468551,230674241
76865958,230531160
230404574,230404572
230438751,10265600
3880653,230646183
232380264,232380263
230599952,232687445
232906716,231241751
230539732,230539729
232953069,102053374
232949055,232431888
233775069,234442914
89273,58836743
232956426,36566888
89913568,230531648
232059609,230418055
230585461,230867389
87823759,230547587
231223914,230557027
234015926,230530317
230458280,232925786
39328972,79642404
232349079,75604013
232655296,232665894
230417492,232438397
3875041,232438397
232016988,232054853
75604969,230650425
230455764,75598057
232406371,232421440
230543236,230543233
27429546,232438397
232900729,232383592
15012776,230580682
89273,230468732
3877087,3903975
230456362,2868852
230595365,88482029
71369986,9221284
232349722,232344763
232348839,89834906
74325541,2758467
234012376,232349145
230351534,230594171
55226975,230473461
3445065,232045637
230645818,231994045
232440557,232440359
76865985,232403825
230458084,230457920
230348397,2881273
232430929,231754442
230529019,230529016
230389689,34300945
232088193,35761910
185535373,231994110
7547833,207801391
232034952,232037399
78559791,92083566
232389309,212704382
230402442,232910950
232006612,2880930
75600724,75597400
12629826,2881274
232455159,230684635
232377087,232377094
230471945,232438397
34381792,232031824
195239761,195229139
232443580,230557028
232359179,8427177
230436754,210449235
230437116,89522723
14172042,3403636
232008930,230412064
75604044,232068055
230453454,2881274
230589514,76865996
230467965,232029206
232348201,1041617
88709911,200819725
232038004,87823738
230595365,230467965
3326534,230473482
230413257,232907282
50363349,230523280
230439437,32477878
75600756,75597796
14962731,2756358
230432611,71372878
3899847,3877875
230530251,231236588
4947992,4947988
98374661,230425980
3757070,232400839
230546627,230546620
230405631,230537142
3823263,230600961
80044109,80044763
232805074,232377114
230405994,230405658
230530315,230642382
230531165,230543148
232903075,230569402
87889711,21696830
1234524,232438397
5119722,3416106
234059797,232383230
232431912,2758467
230337202,27405707
232367893,232470507
234421612,232465861
230442142,72390341
75605397,75604028
230602325,18900606
230457028,230457026
232039877,32477876
29915451,230414560
232051672,232438397
230545270,230545698
232674344,233599199
230335060,43560505
232068042,230456336
31188367,199832162
230540196,230540223
13805513,230439437
36177242,232431889
37232678,37232699
230538521,230538142
3863322,232010807
33954599,232956031
230659457,230659430
230437620,230439288
203465969,5986851
312490865,312490873
309975071,309975058
202122503,312894866
25458638,125495355
310126525,312880749
310093959,311054617
310091571,310471428
268161710,313533709
309949609,312357564
276939528,312860388
310127057,310128442
310467916,310467912
32316521,310470737
312217210,312217285
310416291,313118581
310146179,312878145
1427839,111223376
302742245,309974676
309973427,312923717
309993273,309993624
735881,260549093
312161485,309934774
233008623,304786463
311030964,310494243
310172848,310469138
309994609,310463625
312508182,312508348
304786776,310464825
310053622,311054609
312123801,312332224
310080709,246006204
309950459,309953426
310494243,310494239
310147781,310147165
312139190,310170133
310050999,265175117
310494230,310508441
312817095,310493430
310110708,310110706
312172169,310468658
27713316,312823047
310161121,306909557
190488886,310399847
312952984,290092398
310514964,310514961
260201930,312853271
313533702,304787175
246746559,313113369
310492705,312353948
310147679,312031766
309945548,312336406
280280061,310422606
309938885,309938882
309931988,313810226
310087620,304885944
271695718,309924673
312183462,237429441
309966419,309966097
310454041,310765151
309960456,309960445
309993633,310469462
310080709,273185450
310122267,310122272
314891978,313846302
310469166,304787179
312355300,312823031
239100805,239100804
309960441,309960214
310420397,310420237
310416685,297122730
312813122,245922531
262029639,310102620
312904783,313122106
309974678,309975241
309959965,312904011
309936202,310114217
309942927,312931467
309991424,191987474
309967598,312904783
312940511,310444495
312847455,310485982
251875725,312909591
310042715,310686190
312830002,310470021
310053312,312882916
310526957,310526885
310443013,313118581
309939490,309939486
310170136,312507844
312869044,243647436
309927121,311352429
309974678,309974676
96679222,245920405
312112483,314892478
310410899,313109748
309816093,310128146
309967854,312909591
312860882,312861120
217423004,313096473
310163852,310164139
310424307,313119213
310431233,312709942
313103445,312080234
310427035,310427033
310137589,314862780
234774665,112688912
310431228,310431233
310505646,310505644
312823963,310425089
310444503,310444501
245922533,310516025
310130850,310130846
313103790,312080234
254110829,314825094
310523446,310523440
310467611,310467608
314861376,312953247
312144534,303942026
309946856,309949609
310120874,310102730
312153155,312330119
310748466,309975071
258151006,306178266
312831429,312831431
312506794,312506800
251069318,262031589
313118587,313118581
309959486,309959432
310157981,310157975
312138785,314397348
310999342,312925395
310517786,260889926
310468655,313111708
4072793,310147165
310100982,314833118
730020,310147165
245903843,309994298
310108586,314833118
309951601,312894866
312898511,310517082
310125088,314846561
310445124,310444903
310095771,310434781
310511506,310511258
261102925,309949285
264245732,310448259
310483468,310483463
310148984,310148981
56512600,309947474
309971484,309971485
310517073,310517070
312188714,312188720
116627227,311398978
312358048,312879230
310107922,115643001
309974675,302742245
310170465,310438244
242578966,310110511
312497400,312497403
312105649,278135537
266427479,194268661
309959486,309971485
310075977,314833118
310126517,310126523
310468658,310533023
310419869,310419865
312157804,312873687
309950740,309964227
309946151,312497048
269654653,310508558
313139290,232099780
312825350,240454934
314419008,309974670
310526428,263965831
310085881,310495036
309940117,312346601
309925365,310147165
310059172,310059177
309959969,310150567
310107497,314833118
309959486,312365844
312208971,310529088
310467851,313111704
309927738,312217303
310445624,221828855
310132084,312829985
310053962,310457723
228469279,310507260
310464833,304786776
309994608,312805347
310505232,313119203
309960469,155285239
310121575,314846561
310416706,310416705
312049774,312353948
310099000,310443615
310485982,310485978
310455903,310455899
135630730,312360726
310511477,245497562
310082668,266544652
312364619,312931467
310147431,248619117
13642440,310147165
313107639,313114197
309973433,309973427
310468669,243642178
116627227,313104489
312826520,312826524
312208091,276594799
309985206,309985210
310480640,312843442
310468166,310468163
309987777,184443601
310471899,310471897
310118498,310118494
310126517,310126520
309960453,309960445
312186238,304446024
309984485,309984496
310146485,314833118
310125783,310126079
312807984,310415048
310531766,243642181
312898937,310492321
310520032,310520019
310428709,313113369
312895662,310460810
4853436,312878145
312829430,313096473
310804993,314908507
310149882,310495690
310464959,310464867
310088390,310088631
310070392,310104031
309924673,271695716
309971484,309975382
244058549,310419996
311030996,310492288
312504612,287714165
310087405,310495036
245922531,245922534
310427998,313113059
312168261,312901268
310428034,310511258
310509975,287631193
310748466,312363233
310507260,310507255
306859468,102888654
310477630,310497640
312493827,312493838
312188714,312848572
310454844,310454834
310145838,310145628
98642388,247130440
312900390,310517107
310416351,310511258
312900729,310526957
312176186,314892478
313113572,313113568
309960214,312877898
310107935,312895662
309960445,312876019
310488480,310488581
310094373,310443019
180149193,273185450
310109909,314833118
310101627,310509802
312497402,312904744
312508180,312508182
309987448,233056932
310148126,310147165
310145858,310430095
219880278,310415455
309969223,312931467
309960784,309960782
301658534,310418153
309985912,309986174
309945548,309945545
312811385,105537090
313147775,112821851
312217285,309970863
310076143,314846561
309960263,309960214
191873722,297622262
310468206,310468172
309938886,309939193
310463232,310463229
256249360,313825942
309974675,309975058
310088383,312809509
309968255,312931467
310471615,310471612
